uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,collectDate,endDate,subsampleID,testedDate,testingID,batchID,individualCount,sampleCondition,testProtocolVersion,testResult,cqValue,testPathogenName,remarks,testedBy,laboratoryName,dnaSampleID,dnaSampleCode,extractRNAConcentration,extractDNAConcentration,publicationDate,release
99a045ed-f86f-423b-8e94-406daadfe17c,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.004,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,Borrelia sp.,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
2ebc2640-d7f8-4c80-8e9c-cf443fd53690,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.006,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,Borrelia burgdorferi sensu lato,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
3487c07d-25a8-494d-b39c-0290ce4862cb,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.007,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,HardTick DNA Quality,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
f8e5ff9a-538e-4584-8fd6-3a5bf7acdcc8,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.005,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,HardTick DNA Quality,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
36cfbc63-4021-4a35-b4d1-543aeb53ef0a,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.008,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,Babesia microti,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
fabd2e09-d252-4d25-b789-bd5b25b6d3a7,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.007,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Anaplasma phagocytophilum,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
02c8f645-19ba-4646-a013-cbe1dc122c23,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.005,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,Borrelia sp.,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
be67a709-9161-43a6-8124-37e09b5d158b,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.002,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia mayonii,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
c0a2ed4e-1eb4-419f-bbce-3d53c916b950,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.005,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia miyamotoi,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
458e26dd-822c-4952-a51f-473149ec0a8a,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.008,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia sp.,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
6b77c56e-59d3-42bb-9255-d99dd7d8b16e,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.006,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Ixodes pacificus,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
bee94339-db73-4395-90f2-4941d5aa5a31,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.002,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia miyamotoi,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
74e6f073-9637-43e9-9c3e-0c328288ac1f,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.008,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia miyamotoi,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
a5036954-a83c-440b-bacb-a9f8482a073d,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.005,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,Babesia microti,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
a6d5f221-edb3-4384-af4a-23e2731b669e,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.001,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Ixodes pacificus,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
8b33a07f-ad1b-4174-ac33-7a95d6818d9c,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.005,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Anaplasma phagocytophilum,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
ff344553-f814-4377-bf1c-1637f8e81368,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.003,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia burgdorferi sensu lato,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
3e7e6673-3b58-454c-9212-05884c177d4a,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.005,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,Borrelia burgdorferi sensu lato,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
d0355ea3-eb2d-4e54-9bbf-9aebe3597992,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.002,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,Borrelia sp.,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
b00e9e86-ccc3-4834-85af-8eb145a15340,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.003,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Ehrlichia muris-like,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
9525b47c-29c4-4f16-9008-807e635ad10f,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.002,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Babesia microti,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
cd299b66-6c44-4943-bd07-6cf834361d4f,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.008,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Anaplasma phagocytophilum,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
4e613d1b-4d15-433e-86dd-3e5c96f5e34f,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.007,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Ehrlichia muris-like,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
fc55a60f-3e71-48fa-a4a4-20fd43a427cd,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.003,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Anaplasma phagocytophilum,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
1a63973a-3bbe-4602-b559-60a712b37316,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.005,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Ehrlichia muris-like,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
f7d63388-dd07-4578-a044-6bfc784ec70f,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.004,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Anaplasma phagocytophilum,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
f3cf5340-9f14-4d70-9622-91c978820864,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-06T13:11:00Z,2018-06-06T14:15:00Z,HARV_022.20180606.IXOSCA.N,2019-12-27,HARV_022.20180606.IXOSCA.N.T.004,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,HardTick DNA Quality,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
8c57b053-157a-4c3e-9dd4-0db95725bfd8,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,2018-06-06T15:15:00Z,2018-06-06T15:53:00Z,HARV_006.20180606.IXOSCA.N,2020-01-06,HARV_006.20180606.IXOSCA.N.T.001,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Anaplasma phagocytophilum,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
f6337aab-9f2b-4986-ae69-6705dee0870f,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,2018-06-06T15:15:00Z,2018-06-06T15:53:00Z,HARV_006.20180606.IXOSCA.N,2020-01-06,HARV_006.20180606.IXOSCA.N.T.001,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Babesia microti,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
19ff4046-756f-4b00-b064-04126592d99c,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,2018-06-06T15:15:00Z,2018-06-06T15:53:00Z,HARV_006.20180606.IXOSCA.N,2020-01-06,HARV_006.20180606.IXOSCA.N.T.001,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,HardTick DNA Quality,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
bce5b06d-3cac-4c4c-9d2e-46874cdbb828,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,2018-06-06T15:15:00Z,2018-06-06T15:53:00Z,HARV_006.20180606.IXOSCA.N,2020-01-06,HARV_006.20180606.IXOSCA.N.T.001,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,Borrelia burgdorferi sensu lato,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
17273f0d-4784-4df6-b3ad-3ea3ff730dbb,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,2018-06-06T15:15:00Z,2018-06-06T15:53:00Z,HARV_006.20180606.IXOSCA.N,2020-01-06,HARV_006.20180606.IXOSCA.N.T.001,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Ixodes pacificus,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
b3a7c88f-a2c6-4895-b701-b317e4d35111,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,2018-06-06T15:15:00Z,2018-06-06T15:53:00Z,HARV_006.20180606.IXOSCA.N,2020-01-06,HARV_006.20180606.IXOSCA.N.T.001,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,Borrelia sp.,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
7eae1b29-aa2c-428f-87e5-a412262a2174,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,2018-06-06T15:15:00Z,2018-06-06T15:53:00Z,HARV_006.20180606.IXOSCA.N,2020-01-06,HARV_006.20180606.IXOSCA.N.T.001,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia miyamotoi,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
1b56a66a-399d-4cdc-b09a-21712de8af9d,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,2018-06-06T15:15:00Z,2018-06-06T15:53:00Z,HARV_006.20180606.IXOSCA.N,2020-01-06,HARV_006.20180606.IXOSCA.N.T.001,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Ehrlichia muris-like,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
2cfb0f4a-3fd1-4136-a3d5-69e8a8e53392,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,2018-06-06T15:15:00Z,2018-06-06T15:53:00Z,HARV_006.20180606.IXOSCA.N,2020-01-06,HARV_006.20180606.IXOSCA.N.T.001,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia mayonii,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
f5f3166c-5b4c-4ca9-bfa3-1ed776077a28,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-25T18:08:00Z,2018-06-25T18:47:00Z,HARV_022.20180625.IXOSCA.N,2020-01-06,HARV_022.20180625.IXOSCA.N.T.002,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia miyamotoi,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
27e1f8b1-c9c3-4912-9473-656992b9825b,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-25T18:08:00Z,2018-06-25T18:47:00Z,HARV_022.20180625.IXOSCA.N,2019-12-27,HARV_022.20180625.IXOSCA.N.T.001,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Babesia microti,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
ea14afd7-83ff-43dc-b56d-565f42ea71c8,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-25T18:08:00Z,2018-06-25T18:47:00Z,HARV_022.20180625.IXOSCA.N,2019-12-27,HARV_022.20180625.IXOSCA.N.T.005,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia sp.,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
49e1eb13-7244-4153-b339-9fb4d73bdef0,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-25T18:08:00Z,2018-06-25T18:47:00Z,HARV_022.20180625.IXOSCA.N,2020-01-06,HARV_022.20180625.IXOSCA.N.T.002,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia mayonii,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
90c19971-e2f6-459d-bfd8-2bd5d4749e52,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-25T18:08:00Z,2018-06-25T18:47:00Z,HARV_022.20180625.IXOSCA.N,2019-12-27,HARV_022.20180625.IXOSCA.N.T.003,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia miyamotoi,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
b5260ca6-b269-440f-8152-55e3955a637e,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-25T18:08:00Z,2018-06-25T18:47:00Z,HARV_022.20180625.IXOSCA.N,2020-01-06,HARV_022.20180625.IXOSCA.N.T.002,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Positive,NA,HardTick DNA Quality,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
41818a7d-ba08-43fe-9ee9-449e4a847ef1,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-25T18:08:00Z,2018-06-25T18:47:00Z,HARV_022.20180625.IXOSCA.N,2019-12-27,HARV_022.20180625.IXOSCA.N.T.001,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia miyamotoi,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
f7972550-88d6-40d7-a242-e6c9eeb547b7,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,2018-06-25T18:08:00Z,2018-06-25T18:47:00Z,HARV_022.20180625.IXOSCA.N,2019-12-27,HARV_022.20180625.IXOSCA.N.T.005,NEON_20191210,1,OK,UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf,Negative,NA,Borrelia burgdorferi sensu lato,NA,0IRskLNY9jFEdSE177Ndsw==,University of Massachusetts Laboratory of Medical Zoology,NA,NA,NA,NA,20251205T042459Z,RELEASE-2026
