uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks,dataQF,publicationDate,release
a908fab4-d2b3-4050-9de5-989351d377bd,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,logistical,NA,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,NA,20260107T161354Z,RELEASE-2026
d8217ee1-8289-43bc-a525-a10415b52639,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,logistical,NA,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,NA,20260107T161354Z,RELEASE-2026
947ac950-e5ff-48f4-89a3-86a6109e2866,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,logistical,NA,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,NA,20260107T161354Z,RELEASE-2026
c6d60106-9025-43d4-be3a-097a82e826c8,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,logistical,NA,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,NA,20260107T161354Z,RELEASE-2026
004cb721-faae-4b4d-a3c2-5e135cdd3b20,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,logistical,NA,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,NA,20260107T161354Z,RELEASE-2026
25a159d0-b018-45f9-9d88-ac1104acdce0,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,logistical,NA,2020-04-27T16:00:00Z,HARV.2020.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,NA,20260107T161354Z,RELEASE-2026
c4c8c7ef-d887-45b5-86b2-f9df49bbc4c6,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,logistical,NA,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,NA,20260107T161632Z,RELEASE-2026
1f49b58d-ead4-40d6-b3c6-f48843453334,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,logistical,NA,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,NA,20260107T161632Z,RELEASE-2026
ec3e58c6-e3dc-48cd-8d77-1b3293330d9e,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,logistical,NA,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,NA,20260107T161632Z,RELEASE-2026
25268e49-bf37-472b-a435-c43b1f097eff,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,logistical,NA,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,NA,20260107T161632Z,RELEASE-2026
71d0af39-0cd8-41d4-973e-71b7df88db51,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,logistical,NA,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,NA,20260107T161632Z,RELEASE-2026
bf8a55b6-8a0d-48e6-91e2-715accf5a9b1,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,logistical,NA,2020-06-08T16:00:00Z,HARV.2020.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0001-6073-9358,COVID19,NA,20260107T161632Z,RELEASE-2026
bc3adccf-59ed-42c2-acbe-486abec0d331,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,OK,NA,2020-07-02T18:28:00Z,HARV.2020.27,HARV_001.20200702,D00000036113,drag and flag,165,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0001-6073-9358,NA,NA,20260107T161323Z,RELEASE-2026
aff94fc7-092e-4d4f-9726-05ec40dab43c,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,OK,NA,2020-07-05T14:50:00Z,HARV.2020.27,HARV_022.20200705,D00000035490,drag and flag,164,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5964-2409,NA,NA,20260107T161323Z,RELEASE-2026
a0b7738a-f02f-44ed-9292-afee462c4921,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,OK,NA,2020-07-05T17:07:00Z,HARV.2020.27,HARV_004.20200705,D00000035499,drag and flag,162,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5456-0404,NA,NA,20260107T161323Z,RELEASE-2026
2262ced9-07ba-4152-bc84-ff5559369156,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,OK,NA,2020-07-05T19:19:00Z,HARV.2020.27,HARV_006.20200705,D00000035332,drag and flag,168,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5964-2409,NA,NA,20260107T161323Z,RELEASE-2026
0359ba63-f885-4d37-8e99-5c44a068ecaf,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,OK,NA,2020-07-05T20:47:00Z,HARV.2020.27,HARV_026.20200705,D00000035492,drag and flag,162,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5456-0404,NA,NA,20260107T161323Z,RELEASE-2026
29abee1d-a436-4a0d-b1da-9c53d9ef78b8,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,OK,NA,2020-07-05T22:38:00Z,HARV.2020.27,HARV_002.20200705,D00000036086,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5964-2409,NA,NA,20260107T161323Z,RELEASE-2026
52678ae1-ae8b-442a-a11c-810bfd21434e,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,OK,NA,2020-07-24T16:40:00Z,HARV.2020.30,HARV_004.20200724,D00000036116,drag and flag,162,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5456-0404,NA,NA,20260107T161323Z,RELEASE-2026
584c53b9-1faf-469c-a14b-7b6961571369,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,OK,NA,2020-07-24T18:20:00Z,HARV.2020.30,HARV_022.20200724,D00000036096,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5964-2409,NA,NA,20260107T161323Z,RELEASE-2026
2a77aa40-153d-473f-b469-c59a8662007a,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,OK,NA,2020-07-26T13:32:00Z,HARV.2020.30,HARV_002.20200726,D00000036094,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-1884-3191,NA,NA,20260107T161323Z,RELEASE-2026
c6981dd0-1943-4c89-82bc-2b08f0f5b013,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,OK,NA,2020-07-26T16:08:00Z,HARV.2020.30,HARV_001.20200726,D00000035340,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-1884-3191,NA,NA,20260107T161323Z,RELEASE-2026
87d02000-ca24-47ad-b3cd-057a78d1d8e1,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,OK,NA,2020-07-26T18:00:00Z,HARV.2020.30,HARV_006.20200726,D00000036118,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-1884-3191,NA,NA,20260107T161323Z,RELEASE-2026
4b8490a4-6161-47fe-af4b-b4da5e5353dc,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,OK,NA,2020-07-26T19:18:00Z,HARV.2020.30,HARV_026.20200726,D00000036092,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-1884-3191,NA,NA,20260107T161323Z,RELEASE-2026
1d598cc5-6501-4e40-ad64-1b141452a880,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,OK,NA,2020-08-09T13:22:00Z,HARV.2020.33,HARV_022.20200809,D00000035483,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-0226-3205,NA,NA,20260107T160530Z,RELEASE-2026
b0156d3d-c346-4de8-818e-59d882994661,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,OK,NA,2020-08-10T14:37:00Z,HARV.2020.33,HARV_004.20200810,D00000035501,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0003-2931-6669,NA,NA,20260107T160530Z,RELEASE-2026
2bac681f-e220-4525-ac14-d3b761a8cbba,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,OK,NA,2020-08-10T16:00:00Z,HARV.2020.33,HARV_026.20200810,D00000035496,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0003-2931-6669,NA,NA,20260107T160530Z,RELEASE-2026
efd5a788-8f32-4d5b-88e9-9cab93757299,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,OK,NA,2020-08-10T18:18:00Z,HARV.2020.33,HARV_006.20200810,D00000035494,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0003-2931-6669,NA,NA,20260107T160530Z,RELEASE-2026
0b0faf6c-0c2b-4ec0-b65b-6009cbb69dd9,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,OK,NA,2020-08-11T13:01:00Z,HARV.2020.33,HARV_002.20200811,D00000035361,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0003-2931-6669,NA,NA,20260107T160530Z,RELEASE-2026
0d4b5253-84ea-478b-96d4-2b6dfc52b7ee,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,OK,NA,2020-08-11T16:02:00Z,HARV.2020.33,HARV_001.20200811,D00000035500,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0003-2931-6669,NA,NA,20260107T160530Z,RELEASE-2026
f2f0c474-c6a5-4b60-a89d-78635a8544a6,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,OK,NA,2020-09-04T15:19:00Z,HARV.2020.36,HARV_022.20200904,D00000036159,drag and flag,170,Y,NA,NA,NA,Other (described in remarks),NEON.DOC.014045vK,0000-0001-9529-4416,Two larval ticks lost during quality control.,NA,20260107T162610Z,RELEASE-2026
188ec7c8-09eb-48b4-a869-357f5eaee979,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,OK,NA,2020-09-04T18:46:00Z,HARV.2020.36,HARV_004.20200904,D00000036162,drag and flag,165,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0001-6073-9358,NA,NA,20260107T162610Z,RELEASE-2026
43eca635-3262-45f1-af6c-94b17dcc286c,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,OK,NA,2020-09-05T12:59:00Z,HARV.2020.36,HARV_006.20200905,D00000036160,drag and flag,140,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0001-9529-4416,NA,NA,20260107T162610Z,RELEASE-2026
e540be87-7629-4248-8d2b-ae46c6489c10,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,OK,NA,2020-09-05T13:17:00Z,HARV.2020.36,HARV_002.20200905,D00000036115,drag and flag,165,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5964-2409,NA,NA,20260107T162610Z,RELEASE-2026
03ccfabd-c28f-441f-887c-6c7777b72a16,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,OK,NA,2020-09-05T15:01:00Z,HARV.2020.36,HARV_026.20200905,D00000035343,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0001-6073-9358,NA,NA,20260107T162610Z,RELEASE-2026
9cb3cec0-fc6d-4e0c-9a26-9314e0b9e594,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,OK,NA,2020-09-05T15:53:00Z,HARV.2020.36,HARV_001.20200905,D00000036157,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-5456-0404,NA,NA,20260107T162610Z,RELEASE-2026
f267beb8-3793-4a4e-97aa-31d29e4bf5a9,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,OK,NA,2021-04-20T14:02:00Z,HARV.2021.17,NA,NA,drag and flag,160,N,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-9520-4182,NA,NA,20260107T161923Z,RELEASE-2026
899959a2-3be8-4b40-b73c-a348cd1f2873,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,OK,NA,2021-04-20T15:57:00Z,HARV.2021.17,NA,NA,drag and flag,160,N,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-1541-5968,NA,NA,20260107T161923Z,RELEASE-2026
79b25a10-c61b-48a6-bb8b-7f7cd5d1c26c,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,OK,NA,2021-04-20T17:28:00Z,HARV.2021.17,HARV_006.20210420,D00000036089,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-1541-5968,NA,NA,20260107T161923Z,RELEASE-2026
8daa2b6e-42f0-4c01-852f-490621e23416,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,OK,NA,2021-04-23T13:46:00Z,HARV.2021.17,NA,NA,drag and flag,120,N,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-1541-5968,Wind made sampling one side of transect impractical.,NA,20260107T161923Z,RELEASE-2026
8cb548c5-1898-4499-9d58-dff94e13fe18,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,OK,NA,2021-04-23T15:06:00Z,HARV.2021.17,HARV_004.20210423,D00000053539,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-1541-5968,NA,NA,20260107T161923Z,RELEASE-2026
621cf973-a2f3-44e0-a638-311526ed0d43,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,logistical,NA,2021-04-23T16:00:00Z,HARV.2021.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-7459-3860,Road conditions prevent sampling.,NA,20260107T161923Z,RELEASE-2026
5188d9c9-accb-4fa8-9211-0e57055a1e9f,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,OK,NA,2021-05-12T13:45:00Z,HARV.2021.20,NA,NA,drag and flag,160,N,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0003-3463-8507,NA,NA,20260107T160826Z,RELEASE-2026
dbeb6090-3c0e-4be5-baed-90398c79a887,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,OK,NA,2021-05-12T15:23:00Z,HARV.2021.20,NA,NA,drag and flag,160,N,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0003-1934-4447,NA,NA,20260107T160826Z,RELEASE-2026
3693e0cb-6917-44ab-baca-84c906105e6b,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,OK,NA,2021-05-12T18:34:00Z,HARV.2021.20,HARV_004.20210512,D00000036112,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0003-3463-8507,NA,NA,20260107T160826Z,RELEASE-2026
92f1f665-eefd-4e20-a229-8e668769f8a0,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,OK,NA,2021-05-13T13:52:00Z,HARV.2021.20,HARV_006.20210513,D00000036087,drag and flag,159,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-9520-4182,NA,NA,20260107T160826Z,RELEASE-2026
62ddfd58-00bc-454c-9e57-73018f806102,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,OK,NA,2021-05-13T15:25:00Z,HARV.2021.20,HARV_026.20210513,D00000035486,drag and flag,157,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0001-9529-4416,NA,NA,20260107T160826Z,RELEASE-2026
0149f6af-cd78-4e3a-9bb8-041d585023ff,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,OK,NA,2021-05-13T17:41:00Z,HARV.2021.20,HARV_002.20210513,D00000053535,drag and flag,158,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0001-9529-4416,NA,NA,20260107T160826Z,RELEASE-2026
61a06129-0622-46b1-bca9-d9526195b97c,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,location wet,NA,2021-05-31T16:00:00Z,HARV.2021.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-1541-5968,Sampling cancelled due to weather conditions.,NA,20260107T160826Z,RELEASE-2026
126bded8-2b75-4f78-86f7-5d18b97d7683,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,location wet,NA,2021-05-31T16:00:00Z,HARV.2021.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-1541-5968,Sampling cancelled due to weather conditions.,NA,20260107T160826Z,RELEASE-2026
e4a15d75-a27a-4f43-b0cd-f5c823663d0e,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,location wet,NA,2021-05-31T16:00:00Z,HARV.2021.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-1541-5968,Sampling cancelled due to weather conditions.,NA,20260107T160826Z,RELEASE-2026
2f612d96-805f-4367-9146-4a619f3ba36e,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,location wet,NA,2021-05-31T16:00:00Z,HARV.2021.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-1541-5968,Sampling cancelled due to weather conditions.,NA,20260107T160826Z,RELEASE-2026
3433b06e-b701-480e-8d9b-242df300c6a5,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,location wet,NA,2021-05-31T16:00:00Z,HARV.2021.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-1541-5968,Sampling cancelled due to weather conditions.,NA,20260107T160826Z,RELEASE-2026
499f58db-1d78-4aed-8031-6520c9d51e6b,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,location wet,NA,2021-05-31T16:00:00Z,HARV.2021.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-1541-5968,Sampling cancelled due to weather conditions.,NA,20260107T160826Z,RELEASE-2026
57f3e5de-53c9-4827-8f21-eafe792ba10b,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,OK,NA,2021-06-23T13:35:00Z,HARV.2021.26,HARV_006.20210623,D00000053532,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-6648-295X,NA,NA,20260107T161409Z,RELEASE-2026
fc4f129c-91cd-4d5a-bb2a-6d754c239400,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,OK,NA,2021-06-23T14:52:00Z,HARV.2021.26,HARV_026.20210623,D00000053538,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-6648-295X,NA,NA,20260107T161409Z,RELEASE-2026
80ddabfb-6632-4bb6-9de2-8a69fd80bed4,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,OK,NA,2021-06-23T16:35:00Z,HARV.2021.26,HARV_001.20210623,D00000036114,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-1541-5968,NA,NA,20260107T161409Z,RELEASE-2026
aeba6705-4f85-49e2-8d1e-bec9d4b7b942,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,OK,NA,2021-06-23T18:02:00Z,HARV.2021.26,HARV_004.20210623,D00000053537,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-6648-295X,NA,NA,20260107T161409Z,RELEASE-2026
64a8e643-0900-4acc-b25b-500210bb1399,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,OK,NA,2021-06-24T13:49:00Z,HARV.2021.26,HARV_002.20210624,D00000053534,drag and flag,157,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0003-1119-021X,NA,NA,20260107T161409Z,RELEASE-2026
21d15d51-9aba-40aa-8840-b6f36bc4688d,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,OK,NA,2021-06-24T16:22:00Z,HARV.2021.26,HARV_022.20210624,D00000053531,drag and flag,158,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0001-9529-4416,NA,NA,20260107T161409Z,RELEASE-2026
092c9324-98b0-40ca-ba32-c8a8c4b89085,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,OK,NA,2021-07-15T14:05:00Z,HARV.2021.29,HARV_001.20210715,D00000036117,drag and flag,80,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-1767-2984,NA,NA,20260107T162208Z,RELEASE-2026
87085048-04d2-44b7-989e-adc0d5751d13,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,OK,NA,2021-07-15T15:27:00Z,HARV.2021.29,HARV_006.20210715,D00000036158,drag and flag,160,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0002-1767-2984,NA,NA,20260107T162208Z,RELEASE-2026
b071895d-3d76-4a28-8dca-243a2c9343eb,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,location wet,NA,2021-07-15T16:00:00Z,HARV.2021.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-1541-5968,Wet conditions unable to sample.,NA,20260107T162208Z,RELEASE-2026
b835acfc-1ef2-44f4-937e-9916d63fa253,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,location wet,NA,2021-07-15T16:00:00Z,HARV.2021.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEON.DOC.014045vK,0000-0002-1541-5968,Wet conditions unable to sample.,NA,20260107T162208Z,RELEASE-2026
1fdd4e40-8ff1-473e-8378-6d59a4e632a0,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,OK,NA,2021-07-15T17:00:00Z,HARV.2021.29,HARV_026.20210715,D00000036161,drag and flag,110,Y,NA,NA,NA,No known compromise,NEON.DOC.014045vK,0000-0003-4647-8125,NA,NA,20260107T162208Z,RELEASE-2026
